date,Occurence_in_News,Occurence_in_Google,Occurence_in_Google_normalized
2022-02-02,2,75,0.75
2022-02-03,0,62,0.62
2022-02-04,1,65,0.65
2022-02-05,1,49,0.49
2022-02-06,0,16,0.16
2022-02-07,0,55,0.55
2022-02-08,0,34,0.34
2022-02-09,0,57,0.57
2022-02-10,0,74,0.74
2022-02-11,0,33,0.33
2022-02-12,2,31,0.31
2022-02-13,0,0,
2021-11-07,0,0,0.0
2021-11-08,1,1,0.01
2021-11-09,0,1,0.01
2021-11-10,0,0,0.0
2021-11-11,0,0,0.0
2021-11-12,0,0,0.0
2021-11-13,1,1,0.01
2021-11-14,0,0,0.0
2021-11-15,0,1,0.01
2021-11-16,3,0,0.0
2021-11-17,0,0,0.0
2021-11-18,0,0,0.0
2021-11-19,0,0,0.0
2021-11-20,0,0,0.0
2021-11-21,0,1,0.01
2021-11-22,0,2,0.02
2021-11-23,0,2,0.02
2021-11-24,10,100,1.0
2021-11-25,6,45,0.45
2021-11-26,5,15,0.15
2021-11-27,3,11,0.11
2021-11-28,2,8,0.08
2021-11-29,4,14,0.14
2021-11-30,0,8,0.08
2021-12-01,1,7,0.07
2021-12-02,0,5,0.05
2021-12-03,2,4,0.04
2021-12-04,1,5,0.05
2021-12-05,1,8,0.08
2021-12-06,1,10,0.1
2021-12-07,5,15,0.15
2021-12-08,0,7,0.07
2021-12-09,0,5,0.05
2021-12-10,1,3,0.03
2021-12-11,0,3,0.03
2021-12-12,1,2,0.02
2021-12-13,0,5,0.05
2021-12-14,0,4,0.04
2021-12-15,0,3,0.03
2021-12-16,0,2,0.02
2021-12-17,0,2,0.02
2021-12-18,0,1,0.01
2021-12-19,0,0,0.0
2021-12-20,0,2,0.02
2021-12-21,1,2,0.02
2021-12-22,0,1,0.01
2021-12-23,0,1,0.01
2021-12-24,0,0,0.0
2021-12-25,1,1,0.01
2021-12-26,0,1,0.01
2021-12-27,0,1,0.01
2021-12-28,0,0,0.0
2021-12-29,0,1,0.01
2021-12-30,0,1,0.01
2021-12-31,0,0,0.0
2022-01-01,0,1,0.01
2022-01-02,0,1,0.01
2022-01-03,0,1,0.01
2022-01-04,1,1,0.01
2022-01-05,0,1,0.01
2022-01-06,0,0,0.0
2022-01-07,0,0,0.0
2022-01-08,0,1,0.01
2022-01-09,0,1,0.01
2022-01-10,0,1,0.01
2022-01-11,0,2,0.02
2022-01-12,0,1,0.01
2022-01-13,0,1,0.01
2022-01-14,0,1,0.01
2022-01-15,0,1,0.01
2022-01-16,0,1,0.01
2022-01-17,0,1,0.01
2022-01-18,0,1,0.01
2022-01-19,0,1,0.01
2022-01-20,0,0,0.0
2022-01-21,0,1,0.01
2022-01-22,0,0,0.0
2022-01-23,0,1,0.01
2022-01-24,0,1,0.01
2022-01-25,0,1,0.01
2022-01-26,0,1,0.01
2022-01-27,0,0,0.0
2022-01-28,0,1,0.01
2022-01-29,0,1,0.01
2022-01-30,0,1,0.01
2022-01-31,0,1,0.01
2022-02-01,0,2,0.02
2022-02-02,0,1,0.01
2022-02-03,0,1,0.01
2022-02-04,0,1,0.01
2022-02-05,0,0,0.0
2022-02-06,0,0,0.0
2022-02-07,0,0,0.0
2022-02-08,0,1,0.01
2022-02-09,0,2,0.02
2022-02-10,0,1,0.01
2022-02-11,0,1,0.01
2022-02-12,0,0,0.0
2022-02-13,0,0,
2021-11-07,0,24,0.24
2021-11-08,0,42,0.42
2021-11-09,0,31,0.31
2021-11-10,0,46,0.46
2021-11-11,0,50,0.5
2021-11-12,0,75,0.75
2021-11-13,0,12,0.12
2021-11-14,0,35,0.35
2021-11-15,0,37,0.37
2021-11-16,3,76,0.76
2021-11-17,1,31,0.31
2021-11-18,2,26,0.26
2021-11-19,1,38,0.38
2021-11-20,0,18,0.18
2021-11-21,0,23,0.23
2021-11-22,0,31,0.31
2021-11-23,2,41,0.41
2021-11-24,0,20,0.2
2021-11-25,0,45,0.45
2021-11-26,0,36,0.36
2021-11-27,0,17,0.17
2021-11-28,0,28,0.28
2021-11-29,0,100,1.0
2021-11-30,0,65,0.65
2021-12-01,0,54,0.54
2021-12-02,0,41,0.41
2021-12-03,0,58,0.58
2021-12-04,0,17,0.17
2021-12-05,0,47,0.47
2021-12-06,0,41,0.41
2021-12-07,3,41,0.41
2021-12-08,0,26,0.26
2021-12-09,1,69,0.69
2021-12-10,0,39,0.39
2021-12-11,1,12,0.12
2021-12-12,0,18,0.18
2021-12-13,0,32,0.32
2021-12-14,0,52,0.52
2021-12-15,0,26,0.26
2021-12-16,0,43,0.43
2021-12-17,0,17,0.17
2021-12-18,1,31,0.31
2021-12-19,0,6,0.06
2021-12-20,0,56,0.56
2021-12-21,0,22,0.22
2021-12-22,0,39,0.39
2021-12-23,0,23,0.23
2021-12-24,1,13,0.13
2021-12-25,0,7,0.07
2021-12-26,3,6,0.06
2021-12-27,3,57,0.57
2021-12-28,2,39,0.39
2021-12-29,0,34,0.34
2021-12-30,1,29,0.29
2021-12-31,1,44,0.44
2022-01-01,1,13,0.13
2022-01-02,1,61,0.61
2022-01-03,0,60,0.6
2022-01-04,0,65,0.65
2022-01-05,0,71,0.71
2022-01-06,0,43,0.43
2022-01-07,0,11,0.11
2022-01-08,0,30,0.3
2022-01-09,1,36,0.36
2022-01-10,2,57,0.57
2022-01-11,1,46,0.46
2022-01-12,1,36,0.36
2022-01-13,4,64,0.64
2022-01-14,2,33,0.33
2022-01-15,0,12,0.12
2022-01-16,0,0,0.0
2022-01-17,0,53,0.53
2022-01-18,1,52,0.52
2022-01-19,0,63,0.63
2022-01-20,1,35,0.35
2022-01-21,1,56,0.56
2022-01-22,0,19,0.19
2022-01-23,0,6,0.06
2022-01-24,0,51,0.51
2022-01-25,0,34,0.34
2022-01-26,1,43,0.43
2022-01-27,0,60,0.6
2022-01-28,2,22,0.22
2022-01-29,1,6,0.06
2022-01-30,2,19,0.19
2022-01-31,5,33,0.33
2022-02-01,1,49,0.49
2022-02-02,3,54,0.54
2022-02-03,2,27,0.27
2022-02-04,2,46,0.46
2022-02-05,0,18,0.18
2022-02-06,0,6,0.06
2022-02-07,1,55,0.55
2022-02-08,0,48,0.48
2022-02-09,0,49,0.49
2022-02-10,0,33,0.33
2022-02-11,0,34,0.34
2022-02-12,1,25,0.25
2022-02-13,0,0,
2021-11-07,0,40,0.4
2021-11-08,0,74,0.74
2021-11-09,1,58,0.58
2021-11-10,0,51,0.51
2021-11-11,0,63,0.63
2021-11-12,0,74,0.74
2021-11-13,1,25,0.25
2021-11-14,1,71,0.71
2021-11-15,0,50,0.5
2021-11-16,1,45,0.45
2021-11-17,0,67,0.67
2021-11-18,0,47,0.47
2021-11-19,0,62,0.62
2021-11-20,1,34,0.34
2021-11-21,0,51,0.51
2021-11-22,0,100,1.0
2021-11-23,0,89,0.89
2021-11-24,0,89,0.89
2021-11-25,0,66,0.66
2021-11-26,0,49,0.49
2021-11-27,1,54,0.54
2021-11-28,0,42,0.42
2021-11-29,0,55,0.55
2021-11-30,0,71,0.71
2021-12-01,0,49,0.49
2021-12-02,0,38,0.38
2021-12-03,1,44,0.44
2021-12-04,0,50,0.5
2021-12-05,0,31,0.31
2021-12-06,0,80,0.8
2021-12-07,0,81,0.81
2021-12-08,0,50,0.5
2021-12-09,1,64,0.64
2021-12-10,0,46,0.46
2021-12-11,0,22,0.22
2021-12-12,1,28,0.28
2021-12-13,0,53,0.53
2021-12-14,0,44,0.44
2021-12-15,1,33,0.33
2021-12-16,1,31,0.31
2021-12-17,0,42,0.42
2021-12-18,0,40,0.4
2021-12-19,0,30,0.3
2021-12-20,0,29,0.29
2021-12-21,0,41,0.41
2021-12-22,0,32,0.32
2021-12-23,0,46,0.46
2021-12-24,0,24,0.24
2021-12-25,0,22,0.22
2021-12-26,0,41,0.41
2021-12-27,1,27,0.27
2021-12-28,1,56,0.56
2021-12-29,1,62,0.62
2021-12-30,0,30,0.3
2021-12-31,0,26,0.26
2022-01-01,2,68,0.68
2022-01-02,0,29,0.29
2022-01-03,0,32,0.32
2022-01-04,0,60,0.6
2022-01-05,0,37,0.37
2022-01-06,0,54,0.54
2022-01-07,0,50,0.5
2022-01-08,0,13,0.13
2022-01-09,0,28,0.28
2022-01-10,3,85,0.85
2022-01-11,0,46,0.46
2022-01-12,0,49,0.49
2022-01-13,1,39,0.39
2022-01-14,0,47,0.47
2022-01-15,0,28,0.28
2022-01-16,2,38,0.38
2022-01-17,1,33,0.33
2022-01-18,0,50,0.5
2022-01-19,0,44,0.44
2022-01-20,2,40,0.4
2022-01-21,2,35,0.35
2022-01-22,1,29,0.29
2022-01-23,1,32,0.32
2022-01-24,0,81,0.81
2022-01-25,0,46,0.46
2022-01-26,2,63,0.63
2022-01-27,3,48,0.48
2022-01-28,5,56,0.56
2022-01-29,0,39,0.39
2022-01-30,2,36,0.36
2022-01-31,0,41,0.41
2022-02-01,3,54,0.54
2022-02-02,1,60,0.6
2022-02-03,0,60,0.6
2022-02-04,1,45,0.45
2022-02-05,1,45,0.45
2022-02-06,0,52,0.52
2022-02-07,1,64,0.64
2022-02-08,0,54,0.54
2022-02-09,0,43,0.43
2022-02-10,0,67,0.67
2022-02-11,1,35,0.35
2022-02-12,0,20,0.2
2022-02-13,2,0,
2021-11-07,2,52,0.52
2021-11-08,0,46,0.46
2021-11-09,1,54,0.54
2021-11-10,4,99,0.99
2021-11-11,2,56,0.56
2021-11-12,3,61,0.61
2021-11-13,0,43,0.43
2021-11-14,2,90,0.9
2021-11-15,2,64,0.64
2021-11-16,2,42,0.42
2021-11-17,0,53,0.53
2021-11-18,2,84,0.84
2021-11-19,3,35,0.35
2021-11-20,0,24,0.24
2021-11-21,0,55,0.55
2021-11-22,1,70,0.7
2021-11-23,3,86,0.86
2021-11-24,0,58,0.58
2021-11-25,2,53,0.53
2021-11-26,0,58,0.58
2021-11-27,1,78,0.78
2021-11-28,0,41,0.41
2021-11-29,0,52,0.52
2021-11-30,2,60,0.6
2021-12-01,1,48,0.48
2021-12-02,0,54,0.54
2021-12-03,2,84,0.84
2021-12-04,1,77,0.77
2021-12-05,0,47,0.47
2021-12-06,0,49,0.49
2021-12-07,0,62,0.62
2021-12-08,0,42,0.42
2021-12-09,0,89,0.89
2021-12-10,0,53,0.53
2021-12-11,1,48,0.48
2021-12-12,1,38,0.38
2021-12-13,2,47,0.47
2021-12-14,1,63,0.63
2021-12-15,4,64,0.64
2021-12-16,1,39,0.39
2021-12-17,4,55,0.55
2021-12-18,0,45,0.45
2021-12-19,1,45,0.45
2021-12-20,1,40,0.4
2021-12-21,0,49,0.49
2021-12-22,1,58,0.58
2021-12-23,1,14,0.14
2021-12-24,0,26,0.26
2021-12-25,1,34,0.34
2021-12-26,0,16,0.16
2021-12-27,0,41,0.41
2021-12-28,0,54,0.54
2021-12-29,1,45,0.45
2021-12-30,0,46,0.46
2021-12-31,0,40,0.4
2022-01-01,1,16,0.16
2022-01-02,0,39,0.39
2022-01-03,0,44,0.44
2022-01-04,0,61,0.61
2022-01-05,0,35,0.35
2022-01-06,0,47,0.47
2022-01-07,0,40,0.4
2022-01-08,0,58,0.58
2022-01-09,2,72,0.72
2022-01-10,1,63,0.63
2022-01-11,0,41,0.41
2022-01-12,3,75,0.75
2022-01-13,2,56,0.56
2022-01-14,4,63,0.63
2022-01-15,1,71,0.71
2022-01-16,2,73,0.73
2022-01-17,1,30,0.3
2022-01-18,1,50,0.5
2022-01-19,4,84,0.84
2022-01-20,4,61,0.61
2022-01-21,1,45,0.45
2022-01-22,0,20,0.2
2022-01-23,2,53,0.53
2022-01-24,0,70,0.7
2022-01-25,2,70,0.7
2022-01-26,2,44,0.44
2022-01-27,3,74,0.74
2022-01-28,4,54,0.54
2022-01-29,0,54,0.54
2022-01-30,1,50,0.5
2022-01-31,4,75,0.75
2022-02-01,0,96,0.96
2022-02-02,0,100,1.0
2022-02-03,0,39,0.39
2022-02-04,1,32,0.32
2022-02-05,0,40,0.4
2022-02-06,0,39,0.39
2022-02-07,1,84,0.84
2022-02-08,0,56,0.56
2022-02-09,0,52,0.52
2022-02-10,0,58,0.58
2022-02-11,0,77,0.77
2022-02-12,0,95,0.95
2022-02-13,0,0,
2021-11-07,0,100,1.0
2021-11-08,0,72,0.72
2021-11-09,0,53,0.53
2021-11-10,0,50,0.5
2021-11-11,0,44,0.44
2021-11-12,0,51,0.51
2021-11-13,0,61,0.61
2021-11-14,1,62,0.62
2021-11-15,0,68,0.68
2021-11-16,0,64,0.64
2021-11-17,2,47,0.47
2021-11-18,1,54,0.54
2021-11-19,0,47,0.47
2021-11-20,4,48,0.48
2021-11-21,1,76,0.76
2021-11-22,3,64,0.64
2021-11-23,0,54,0.54
2021-11-24,0,55,0.55
2021-11-25,3,44,0.44
2021-11-26,2,51,0.51
2021-11-27,0,48,0.48
2021-11-28,1,53,0.53
2021-11-29,0,56,0.56
2021-11-30,1,52,0.52
2021-12-01,1,56,0.56
2021-12-02,0,54,0.54
2021-12-03,1,52,0.52
2021-12-04,0,41,0.41
2021-12-05,1,60,0.6
2021-12-06,0,77,0.77
2021-12-07,1,57,0.57
2021-12-08,1,59,0.59
2021-12-09,0,59,0.59
2021-12-10,0,58,0.58
2021-12-11,0,40,0.4
2021-12-12,2,57,0.57
2021-12-13,0,59,0.59
2021-12-14,2,44,0.44
2021-12-15,5,49,0.49
2021-12-16,0,42,0.42
2021-12-17,1,40,0.4
2021-12-18,0,50,0.5
2021-12-19,1,52,0.52
2021-12-20,1,50,0.5
2021-12-21,0,50,0.5
2021-12-22,2,48,0.48
2021-12-23,1,35,0.35
2021-12-24,0,40,0.4
2021-12-25,3,50,0.5
2021-12-26,1,53,0.53
2021-12-27,8,72,0.72
2021-12-28,0,58,0.58
2021-12-29,3,59,0.59
2021-12-30,2,47,0.47
2021-12-31,2,35,0.35
2022-01-01,1,49,0.49
2022-01-02,0,69,0.69
2022-01-03,0,41,0.41
2022-01-04,1,63,0.63
2022-01-05,1,55,0.55
2022-01-06,0,50,0.5
2022-01-07,0,42,0.42
2022-01-08,0,56,0.56
2022-01-09,0,62,0.62
2022-01-10,1,51,0.51
2022-01-11,3,53,0.53
2022-01-12,6,60,0.6
2022-01-13,3,50,0.5
2022-01-14,5,55,0.55
2022-01-15,0,58,0.58
2022-01-16,2,67,0.67
2022-01-17,0,50,0.5
2022-01-18,3,62,0.62
2022-01-19,3,65,0.65
2022-01-20,6,46,0.46
2022-01-21,1,53,0.53
2022-01-22,2,57,0.57
2022-01-23,4,56,0.56
2022-01-24,1,64,0.64
2022-01-25,9,55,0.55
2022-01-26,4,67,0.67
2022-01-27,8,51,0.51
2022-01-28,4,43,0.43
2022-01-29,0,44,0.44
2022-01-30,0,53,0.53
2022-01-31,3,60,0.6
2022-02-01,6,46,0.46
2022-02-02,4,74,0.74
2022-02-03,6,64,0.64
2022-02-04,4,64,0.64
2022-02-05,1,58,0.58
2022-02-06,2,70,0.7
2022-02-07,2,63,0.63
2022-02-08,2,61,0.61
2022-02-09,0,66,0.66
2022-02-10,4,59,0.59
2022-02-11,0,50,0.5
2022-02-12,0,46,0.46
2022-02-13,0,0,
2021-11-07,0,88,0.88
2021-11-08,0,93,0.93
2021-11-09,0,80,0.8
2021-11-10,0,87,0.87
2021-11-11,2,92,0.92
2021-11-12,3,91,0.91
2021-11-13,0,76,0.76
2021-11-14,0,74,0.74
2021-11-15,1,78,0.78
2021-11-16,2,74,0.74
2021-11-17,0,77,0.77
2021-11-18,0,75,0.75
2021-11-19,0,82,0.82
2021-11-20,0,76,0.76
2021-11-21,2,82,0.82
2021-11-22,2,83,0.83
2021-11-23,2,73,0.73
2021-11-24,0,71,0.71
2021-11-25,0,69,0.69
2021-11-26,2,71,0.71
2021-11-27,2,90,0.9
2021-11-28,2,69,0.69
2021-11-29,0,76,0.76
2021-11-30,0,71,0.71
2021-12-01,1,71,0.71
2021-12-02,0,72,0.72
2021-12-03,0,80,0.8
2021-12-04,2,79,0.79
2021-12-05,0,63,0.63
2021-12-06,0,73,0.73
2021-12-07,2,75,0.75
2021-12-08,0,74,0.74
2021-12-09,2,72,0.72
2021-12-10,1,85,0.85
2021-12-11,0,70,0.7
2021-12-12,0,66,0.66
2021-12-13,0,72,0.72
2021-12-14,0,85,0.85
2021-12-15,2,74,0.74
2021-12-16,1,69,0.69
2021-12-17,2,71,0.71
2021-12-18,0,62,0.62
2021-12-19,1,76,0.76
2021-12-20,0,65,0.65
2021-12-21,0,67,0.67
2021-12-22,0,57,0.57
2021-12-23,1,57,0.57
2021-12-24,0,45,0.45
2021-12-25,1,49,0.49
2021-12-26,0,50,0.5
2021-12-27,2,64,0.64
2021-12-28,3,65,0.65
2021-12-29,1,64,0.64
2021-12-30,0,59,0.59
2021-12-31,0,48,0.48
2022-01-01,1,50,0.5
2022-01-02,0,67,0.67
2022-01-03,0,74,0.74
2022-01-04,0,71,0.71
2022-01-05,0,64,0.64
2022-01-06,0,65,0.65
2022-01-07,0,65,0.65
2022-01-08,0,62,0.62
2022-01-09,4,76,0.76
2022-01-10,3,70,0.7
2022-01-11,3,65,0.65
2022-01-12,1,60,0.6
2022-01-13,4,64,0.64
2022-01-14,6,67,0.67
2022-01-15,5,100,1.0
2022-01-16,0,61,0.61
2022-01-17,2,71,0.71
2022-01-18,7,85,0.85
2022-01-19,1,69,0.69
2022-01-20,0,62,0.62
2022-01-21,1,61,0.61
2022-01-22,2,68,0.68
2022-01-23,1,58,0.58
2022-01-24,1,63,0.63
2022-01-25,3,61,0.61
2022-01-26,4,62,0.62
2022-01-27,0,66,0.66
2022-01-28,1,67,0.67
2022-01-29,1,65,0.65
2022-01-30,1,62,0.62
2022-01-31,5,71,0.71
2022-02-01,3,69,0.69
2022-02-02,2,65,0.65
2022-02-03,1,65,0.65
2022-02-04,2,72,0.72
2022-02-05,0,74,0.74
2022-02-06,0,64,0.64
2022-02-07,2,70,0.7
2022-02-08,1,68,0.68
2022-02-09,1,65,0.65
2022-02-10,1,67,0.67
2022-02-11,0,78,0.78
2022-02-12,0,62,0.62
2022-02-13,1,0,
2021-11-07,0,82,0.82
2021-11-08,4,81,0.81
2021-11-09,3,86,0.86
2021-11-10,3,82,0.82
2021-11-11,4,78,0.78
2021-11-12,4,93,0.93
2021-11-13,2,96,0.96
2021-11-14,0,99,0.99
2021-11-15,3,96,0.96
2021-11-16,5,95,0.95
2021-11-17,3,86,0.86
2021-11-18,3,98,0.98
2021-11-19,3,94,0.94
2021-11-20,1,91,0.91
2021-11-21,1,88,0.88
2021-11-22,2,92,0.92
2021-11-23,3,90,0.9
2021-11-24,4,95,0.95
2021-11-25,2,100,1.0
2021-11-26,4,77,0.77
2021-11-27,1,88,0.88
2021-11-28,2,98,0.98
2021-11-29,3,81,0.81
2021-11-30,3,84,0.84
2021-12-01,3,82,0.82
2021-12-02,3,81,0.81
2021-12-03,2,74,0.74
2021-12-04,2,93,0.93
2021-12-05,0,94,0.94
2021-12-06,2,95,0.95
2021-12-07,4,92,0.92
2021-12-08,3,90,0.9
2021-12-09,3,80,0.8
2021-12-10,3,71,0.71
2021-12-11,1,82,0.82
2021-12-12,0,85,0.85
2021-12-13,2,86,0.86
2021-12-14,3,99,0.99
2021-12-15,2,94,0.94
2021-12-16,2,82,0.82
2021-12-17,2,77,0.77
2021-12-18,3,73,0.73
2021-12-19,1,92,0.92
2021-12-20,2,95,0.95
2021-12-21,5,86,0.86
2021-12-22,2,79,0.79
2021-12-23,6,71,0.71
2021-12-24,0,75,0.75
2021-12-25,0,73,0.73
2021-12-26,0,78,0.78
2021-12-27,3,75,0.75
2021-12-28,2,82,0.82
2021-12-29,2,88,0.88
2021-12-30,3,85,0.85
2021-12-31,2,77,0.77
2022-01-01,1,91,0.91
2022-01-02,0,92,0.92
2022-01-03,1,80,0.8
2022-01-04,3,87,0.87
2022-01-05,2,93,0.93
2022-01-06,2,78,0.78
2022-01-07,3,94,0.94
2022-01-08,1,85,0.85
2022-01-09,1,84,0.84
2022-01-10,5,90,0.9
2022-01-11,4,83,0.83
2022-01-12,3,77,0.77
2022-01-13,5,80,0.8
2022-01-14,3,83,0.83
2022-01-15,4,88,0.88
2022-01-16,0,89,0.89
2022-01-17,5,87,0.87
2022-01-18,6,72,0.72
2022-01-19,3,83,0.83
2022-01-20,4,82,0.82
2022-01-21,3,73,0.73
2022-01-22,2,82,0.82
2022-01-23,1,86,0.86
2022-01-24,2,78,0.78
2022-01-25,4,84,0.84
2022-01-26,3,81,0.81
2022-01-27,6,75,0.75
2022-01-28,3,67,0.67
2022-01-29,1,76,0.76
2022-01-30,1,81,0.81
2022-01-31,3,79,0.79
2022-02-01,3,85,0.85
2022-02-02,0,84,0.84
2022-02-03,3,78,0.78
2022-02-04,0,74,0.74
2022-02-05,1,87,0.87
2022-02-06,0,74,0.74
2022-02-07,0,80,0.8
2022-02-08,0,67,0.67
2022-02-09,0,72,0.72
2022-02-10,0,83,0.83
2022-02-11,0,77,0.77
2022-02-12,0,75,0.75
2022-02-13,1,0,
2021-11-07,0,96,0.96
2021-11-08,0,93,0.93
2021-11-09,0,93,0.93
2021-11-10,0,93,0.93
2021-11-11,2,89,0.89
2021-11-12,0,91,0.91
2021-11-13,0,93,0.93
2021-11-14,2,92,0.92
2021-11-15,2,97,0.97
2021-11-16,3,89,0.89
2021-11-17,3,88,0.88
2021-11-18,2,92,0.92
2021-11-19,1,92,0.92
2021-11-20,1,86,0.86
2021-11-21,0,92,0.92
2021-11-22,1,90,0.9
2021-11-23,2,88,0.88
2021-11-24,0,86,0.86
2021-11-25,2,84,0.84
2021-11-26,2,84,0.84
2021-11-27,0,90,0.9
2021-11-28,2,88,0.88
2021-11-29,3,91,0.91
2021-11-30,1,95,0.95
2021-12-01,0,91,0.91
2021-12-02,0,89,0.89
2021-12-03,1,88,0.88
2021-12-04,1,87,0.87
2021-12-05,0,90,0.9
2021-12-06,0,90,0.9
2021-12-07,0,91,0.91
2021-12-08,0,87,0.87
2021-12-09,0,93,0.93
2021-12-10,1,86,0.86
2021-12-11,3,87,0.87
2021-12-12,0,87,0.87
2021-12-13,1,95,0.95
2021-12-14,0,89,0.89
2021-12-15,2,88,0.88
2021-12-16,1,86,0.86
2021-12-17,1,86,0.86
2021-12-18,0,86,0.86
2021-12-19,3,84,0.84
2021-12-20,2,86,0.86
2021-12-21,3,85,0.85
2021-12-22,3,81,0.81
2021-12-23,0,81,0.81
2021-12-24,0,82,0.82
2021-12-25,1,85,0.85
2021-12-26,3,91,0.91
2021-12-27,4,89,0.89
2021-12-28,1,89,0.89
2021-12-29,4,94,0.94
2021-12-30,2,89,0.89
2021-12-31,3,85,0.85
2022-01-01,1,90,0.9
2022-01-02,0,94,0.94
2022-01-03,0,88,0.88
2022-01-04,1,90,0.9
2022-01-05,0,92,0.92
2022-01-06,0,95,0.95
2022-01-07,1,93,0.93
2022-01-08,0,94,0.94
2022-01-09,6,94,0.94
2022-01-10,6,91,0.91
2022-01-11,7,92,0.92
2022-01-12,4,88,0.88
2022-01-13,6,93,0.93
2022-01-14,5,92,0.92
2022-01-15,2,92,0.92
2022-01-16,4,94,0.94
2022-01-17,6,93,0.93
2022-01-18,10,93,0.93
2022-01-19,5,97,0.97
2022-01-20,8,96,0.96
2022-01-21,9,90,0.9
2022-01-22,0,96,0.96
2022-01-23,3,96,0.96
2022-01-24,0,100,1.0
2022-01-25,7,95,0.95
2022-01-26,1,95,0.95
2022-01-27,6,95,0.95
2022-01-28,2,93,0.93
2022-01-29,3,97,0.97
2022-01-30,2,95,0.95
2022-01-31,2,93,0.93
2022-02-01,7,93,0.93
2022-02-02,3,92,0.92
2022-02-03,7,95,0.95
2022-02-04,2,91,0.91
2022-02-05,4,100,1.0
2022-02-06,1,97,0.97
2022-02-07,8,92,0.92
2022-02-08,0,95,0.95
2022-02-09,3,95,0.95
2022-02-10,1,98,0.98
2022-02-11,0,91,0.91
2022-02-12,0,0,0.0
2022-02-13,1,0,
2021-11-07,0,45,0.45
2021-11-08,0,82,0.82
2021-11-09,0,67,0.67
2021-11-10,0,77,0.77
2021-11-11,0,69,0.69
2021-11-12,0,73,0.73
2021-11-13,0,55,0.55
2021-11-14,0,57,0.57
2021-11-15,0,81,0.81
2021-11-16,0,67,0.67
2021-11-17,0,73,0.73
2021-11-18,0,83,0.83
2021-11-19,0,96,0.96
2021-11-20,0,65,0.65
2021-11-21,0,67,0.67
2021-11-22,0,97,0.97
2021-11-23,0,98,0.98
2021-11-24,0,100,1.0
2021-11-25,0,95,0.95
2021-11-26,1,84,0.84
2021-11-27,0,61,0.61
2021-11-28,0,59,0.59
2021-11-29,0,94,0.94
2021-11-30,0,94,0.94
2021-12-01,1,83,0.83
2021-12-02,0,78,0.78
2021-12-03,0,77,0.77
2021-12-04,0,57,0.57
2021-12-05,0,54,0.54
2021-12-06,0,73,0.73
2021-12-07,1,71,0.71
2021-12-08,0,68,0.68
2021-12-09,1,70,0.7
2021-12-10,0,58,0.58
2021-12-11,0,42,0.42
2021-12-12,0,48,0.48
2021-12-13,0,70,0.7
2021-12-14,0,66,0.66
2021-12-15,0,64,0.64
2021-12-16,0,45,0.45
2021-12-17,1,44,0.44
2021-12-18,0,26,0.26
2021-12-19,0,27,0.27
2021-12-20,0,41,0.41
2021-12-21,1,44,0.44
2021-12-22,1,38,0.38
2021-12-23,0,33,0.33
2021-12-24,0,23,0.23
2021-12-25,1,20,0.2
2021-12-26,0,29,0.29
2021-12-27,6,42,0.42
2021-12-28,2,37,0.37
2021-12-29,0,38,0.38
2021-12-30,1,27,0.27
2021-12-31,0,21,0.21
2022-01-01,0,26,0.26
2022-01-02,0,28,0.28
2022-01-03,0,45,0.45
2022-01-04,0,46,0.46
2022-01-05,0,40,0.4
2022-01-06,0,33,0.33
2022-01-07,0,41,0.41
2022-01-08,0,28,0.28
2022-01-09,0,30,0.3
2022-01-10,3,46,0.46
2022-01-11,2,39,0.39
2022-01-12,1,45,0.45
2022-01-13,2,41,0.41
2022-01-14,2,45,0.45
2022-01-15,0,24,0.24
2022-01-16,0,26,0.26
2022-01-17,2,41,0.41
2022-01-18,0,38,0.38
2022-01-19,1,45,0.45
2022-01-20,2,44,0.44
2022-01-21,3,39,0.39
2022-01-22,0,31,0.31
2022-01-23,1,27,0.27
2022-01-24,1,42,0.42
2022-01-25,5,40,0.4
2022-01-26,1,39,0.39
2022-01-27,0,41,0.41
2022-01-28,2,37,0.37
2022-01-29,1,25,0.25
2022-01-30,2,23,0.23
2022-01-31,2,48,0.48
2022-02-01,0,38,0.38
2022-02-02,1,44,0.44
2022-02-03,0,38,0.38
2022-02-04,3,34,0.34
2022-02-05,0,20,0.2
2022-02-06,0,21,0.21
2022-02-07,2,40,0.4
2022-02-08,2,37,0.37
2022-02-09,0,34,0.34
2022-02-10,1,29,0.29
2022-02-11,0,35,0.35
2022-02-12,0,19,0.19
2022-02-13,1,0,
2021-11-07,0,19,0.19
2021-11-08,0,17,0.17
2021-11-09,0,31,0.31
2021-11-10,1,27,0.27
2021-11-11,0,32,0.32
2021-11-12,0,49,0.49
2021-11-13,0,13,0.13
2021-11-14,0,19,0.19
2021-11-15,1,42,0.42
2021-11-16,0,30,0.3
2021-11-17,1,38,0.38
2021-11-18,2,100,1.0
2021-11-19,0,63,0.63
2021-11-20,0,28,0.28
2021-11-21,0,25,0.25
2021-11-22,0,44,0.44
2021-11-23,0,74,0.74
2021-11-24,1,55,0.55
2021-11-25,2,38,0.38
2021-11-26,1,30,0.3
2021-11-27,0,6,0.06
2021-11-28,0,33,0.33
2021-11-29,0,27,0.27
2021-11-30,0,24,0.24
2021-12-01,1,40,0.4
2021-12-02,0,55,0.55
2021-12-03,0,48,0.48
2021-12-04,1,24,0.24
2021-12-05,0,19,0.19
2021-12-06,0,79,0.79
